'bamb_1b', 0, '1_5', 'gg_bamb_1b', 'cs_bamb_1b', 'cs_a', 'cs_b', 7930000, 0, 65543, 'バンブー', 'バンブー', 0, 0, 0, 'ha_bamb_1b', 270481475, 0, 0, 0, 0, 1
'romane_10a', 0, '10', 'gg_romane_10a', 'cs_romane_10a', 'cs_romane_10a', 'cs_romane_10b', 7274605, 0, 220, 'セシル', 'セシル', 0, 0, 0, 'ha_romane_10a', 270481475, 0, 0, 0, 0, 10
'romane_10b', 0, '10', 'gg_romane_10b', 'cs_romane_10b', 'cs_romane_10a', 'cs_romane_10b', 7274605, 0, 65756, 'セシル', 'セシル', 0, 0, 0, 'ha_romane_10b', 270481475, 0, 0, 0, 0, 10
'chocky_10a', 0, '10', 'gg_chocky_10a', 'cs_chocky_10a', 'cs_chocky_10a', 'cs_chocky_10b', 7602292, 1, 185, 'チョッキー', 'チョッキー', 0, 0, 0, 'ha_chocky_10a', 270481475, 0, 0, 0, 0, 10
'chocky_10b', 0, '10', 'gg_chocky_10b', 'cs_chocky_10b', 'cs_chocky_10a', 'cs_chocky_10b', 7602292, 1, 65721, 'チョッキー', 'チョッキー', 0, 0, 0, 'ha_chocky_10b', 270481475, 0, 0, 0, 0, 10
'aoki_10a', 0, '10', 'gg_aoki_10a', 'cs_aoki_10a', 'cs_aoki_10a', 'cs_aoki_10b', 7143555, 0, 184, 'アオキサン', '青木さん', 0, 0, 0, 'ha_aoki_10a', 270481475, 0, 0, 0, 0, 10
'aoki_10b', 0, '10', 'gg_aoki_10b', 'cs_aoki_10b', 'cs_aoki_10a', 'cs_aoki_10b', 7143555, 0, 65720, 'アオキサン', '青木さん', 0, 0, 0, 'ha_aoki_10b', 270481475, 0, 0, 0, 0, 10
'king_10a', 0, '10', 'gg_king_10a', 'cs_king_10a', 'cs_king_10a', 'cs_king_10b', 6946946, 0, 1048580, 'キング', 'キング', 0, 0, 0, 'ha_king_10a', 270481475, 0, 0, 0, 0, 10
'king_10b', 0, '10', 'gg_king_10b', 'cs_king_10b', 'cs_king_10a', 'cs_king_10b', 6946946, 0, 1114116, 'キング', 'キング', 0, 0, 0, 'ha_king_10b', 270481475, 0, 0, 0, 0, 10
'polepole_10a', 0, '10', 'gg_polepole_10a', 'cs_polepole_10a', 'cs_polepole_10a', 'cs_polepole_10b', 6684791, 0, 186, 'ポレポレ', 'ポレポレ', 0, 0, 0, 'ha_polepole_10a', 270481475, 0, 0, 0, 0, 10
'polepole_10b', 0, '10', 'gg_polepole_10b', 'cs_polepole_10b', 'cs_polepole_10a', 'cs_polepole_10b', 6684791, 0, 65722, 'ポレポレ', 'ポレポレ', 0, 0, 0, 'ha_polepole_10b', 270481475, 0, 0, 0, 0, 10
'ichi_10a', 0, '10', 'gg_ichi_10a', 'cs_ichi_10a', 'cs_ichi_10a', 'cs_ichi_10b', 6160511, 0, 219, 'イチノミョウ', '壱ノ妙', 0, 0, 0, 'ha_ichi_10a', 270481475, 0, 0, 0, 0, 10
'ichi_10b', 0, '10', 'gg_ichi_10b', 'cs_ichi_10b', 'cs_ichi_10a', 'cs_ichi_10b', 6160511, 0, 65755, 'イチノミョウ', '壱ノ妙', 0, 0, 0, 'ha_ichi_10b', 270481475, 0, 0, 0, 0, 10
'bear_10a', 2048, '10', 'gg_bear_10a', 'cs_bear_10a', 'cs_bear_10a', 'cs_bear_10b', 5505158, 1, 221, 'ベアタンク', 'ベアタンク', 0, 0, 0, 'ha_bear_10a', 270481475, 0, 0, 0, 0, 10
'bear_10b', 2048, '10', 'gg_bear_10b', 'cs_bear_10b', 'cs_bear_10a', 'cs_bear_10b', 5505158, 0, 65757, 'ベアタンク', 'ベアタンク', 0, 0, 0, 'ha_bear_10b', 270481475, 0, 0, 0, 0, 10
'kid_10a', 0, '10', 'gg_kid_10a', 'cs_kid_10a', 'cs_kid_10a', 'cs_kid_10b', 7405691, 0, 214, 'キッド', 'キッド', 0, 0, 0, 'ha_kid_10a', 270481475, 0, 0, 0, 0, 10
'kid_10b', 0, '10', 'gg_kid_10b', 'cs_kid_10b', 'cs_kid_10a', 'cs_kid_10b', 7405691, 0, 65750, 'キッド', 'キッド', 0, 0, 0, 'ha_kid_10b', 270481475, 0, 0, 0, 0, 10
'mike_10a', 2048, '10', 'gg_mike_10a', 'cs_mike_10a', 'cs_mike_10a', 'cs_mike_10b', 5898357, 1, 215, 'マイケル', 'マイケル', 0, 0, 0, 'ha_mike_10a', 270481475, 0, 0, 0, 0, 10
'mike_10b', 2048, '10', 'gg_mike_10b', 'cs_mike_10b', 'cs_mike_10a', 'cs_mike_10b', 5898357, 1, 65751, 'マイケル', 'マイケル', 0, 0, 0, 'ha_mike_10b', 270481475, 0, 0, 0, 0, 10
'riddell_csa', 4, 'cs10_', 'gg_riddell_csa', 'cs_riddell_csa', 'cs_riddell_csa', 'cs_riddell_csb', 6422620, 0, 187, 'リデル', 'リデル', 0, 0, 0, 'ha_riddell_csa', 270481475, 0, 0, 0, 0, 10
'riddell_csb', 4, 'cs10_', 'gg_riddell_csb', 'cs_riddell_csb', 'cs_riddell_csa', 'cs_riddell_csb', 6422620, 0, 65723, 'リデル', 'リデル', 0, 0, 0, 'ha_riddell_csb', 270481475, 0, 0, 0, 0, 10
'nico_csa', 4, 'cs10_', 'gg_nico_csa', 'cs_nico_csa', 'cs_nico_csa', 'cs_nico_csb', 6553753, 0, 188, 'ニコ', 'ニコ', 0, 0, 0, 'ha_nico_csa', 270481475, 0, 0, 0, 0, 10
'nico_csb', 4, 'cs10_', 'gg_nico_csb', 'cs_nico_csb', 'cs_nico_csa', 'cs_nico_csb', 6553753, 0, 65724, 'ニコ', 'ニコ', 0, 0, 0, 'ha_nico_csb', 270481475, 0, 0, 0, 0, 10
'antonio_csa', 4, 'cs10_', 'gg_antonio_csa', 'cs_antonio_csa', 'cs_antonio_csa', 'cs_antonio_csb', 3997850, 0, 189, 'アントニオ', 'アントニオ', 0, 0, 0, 'ha_antonio_csa', 270481475, 0, 0, 0, 0, 10
'antonio_csb', 4, 'cs10_', 'gg_antonio_csb', 'cs_antonio_csb', 'cs_antonio_csa', 'cs_antonio_csb', 3997850, 0, 65725, 'アントニオ', 'アントニオ', 0, 0, 0, 'ha_antonio_csb', 270481475, 0, 0, 0, 0, 10
'hayata_csa', 4, 'cs10_', 'gg_hayata_csa', 'cs_hayata_csa', 'cs_hayata_csa', 'cs_hayata_csb', 7143466, 0, 190, 'ハヤタ', 'ハヤタ', 0, 0, 0, 'ha_hayata_csa', 270481475, 0, 0, 0, 0, 10
'hayata_csb', 4, 'cs10_', 'gg_hayata_csb', 'cs_hayata_csb', 'cs_hayata_csa', 'cs_hayata_csb', 7143466, 0, 65726, 'ハヤタ', 'ハヤタ', 0, 0, 0, 'ha_hayata_csb', 270481475, 0, 0, 0, 0, 10
'shark_csa', 4, 'cs10_', 'gg_shark_csa', 'cs_shark_csa', 'cs_shark_csa', 'cs_shark_csb', 6881434, 0, 191, 'シャーク', 'シャーク', 0, 0, 0, 'ha_shark_csa', 270481475, 0, 0, 0, 0, 10
'shark_csb', 4, 'cs10_', 'gg_shark_csb', 'cs_shark_csb', 'cs_shark_csa', 'cs_shark_csb', 6881434, 0, 65727, 'シャーク', 'シャーク', 0, 0, 0, 'ha_shark_csb', 270481475, 0, 0, 0, 0, 10
'paul_csa', 4, 'cs6_9', 'gg_paul_csa', 'cs_paul_csa', 'cs_paul_csa', 'cs_paul_csb', 6488196, 0, 201, 'ポール', 'ポール', 0, 0, 0, 'ha_paul_csa', 270481475, 0, 0, 0, 0, 10
'paul_csb', 4, 'cs6_9', 'gg_paul_csb', 'cs_paul_csb', 'cs_paul_csa', 'cs_paul_csb', 6488196, 0, 65737, 'ポール', 'ポール', 0, 0, 0, 'ha_paul_csb', 270481475, 0, 0, 0, 0, 10
'mur_10a', 1024, '10', 'gg_mur_10a', 'cs_mur_10a', 'cs_mur_10a', 'cs_mur_10b', 7864448, 0, 216, 'マーマーツインズ', 'マーマーツインズ', 0, 0, 0, 'ha_mur_10a', 270481475, 0, 0, 0, 0, 10
'mur_10b', 1024, '10', 'gg_mur_10b', 'cs_mur_10b', 'cs_mur_10a', 'cs_mur_10b', 7864448, 0, 65752, 'マーマーツインズ', 'マーマーツインズ', 0, 0, 0, 'ha_mur_10b', 270481475, 0, 0, 0, 0, 10
'ametori_10a', 0, '10', 'gg_ametori_10a', 'cs_ametori_10a', 'cs_ametori_10a', 'cs_ametori_10b', 5177439, 1, 192, 'アメトリ', 'アメトリ', 0, 0, 0, 'ha_ametori_10a', 270481475, 0, 0, 0, 0, 10
'ametori_10b', 0, '10', 'gg_ametori_10b', 'cs_ametori_10b', 'cs_ametori_10a', 'cs_ametori_10b', 5177439, 1, 65728, 'アメトリ', 'アメトリ', 0, 0, 0, 'ha_ametori_10b', 270481475, 0, 0, 0, 0, 10
'momoko_10a', 0, '10', 'gg_momoko_10a', 'cs_momoko_10a', 'cs_momoko_10a', 'cs_momoko_10b', 5374082, 0, 131185, 'モモコ１９９３', 'モモコ★１９９３', 0, 0, 0, 'ha_momoko_10a', 270481475, 0, 0, 0, 0, 10
'momoko_10b', 0, '10', 'gg_momoko_10b', 'cs_momoko_10b', 'cs_momoko_10a', 'cs_momoko_10b', 5374082, 0, 196721, 'モモコ１９９３', 'モモコ★１９９３', 0, 0, 0, 'ha_momoko_10b', 270481475, 0, 0, 0, 0, 10
'sym_10a', 0, '10', 'gg_sym_10a', 'cs_sym_10a', 'cs_sym_10a', 'cs_sym_10b', 6226038, 1, 202, 'カウント・テン', 'カウント・テン', 0, 0, 0, 'ha_sym_10a', 270481475, 0, 0, 0, 0, 10
'sym_10b', 0, '10', 'gg_sym_10b', 'cs_sym_10b', 'cs_sym_10a', 'cs_sym_10b', 6226038, 1, 65738, 'カウント・テン', 'カウント・テン', 0, 0, 0, 'ha_sym_10b', 270481475, 0, 0, 0, 0, 10
'nakajima_10', 0, '10', 'gg_nakajima_10', 'cs_nakajima_10', 'cs_nakajima_10a', 'cs_nakajima_10b', 7995531, 1, 225, 'ナカジマサン', '仲嶋さん', 0, 0, 0, 'ha_nakajima_10', 270481475, 0, 0, 0, 0, 10
'ash_10a', 0, '10', 'gg_ash_10a', 'cs_ash_10a', 'cs_ash_10a', 'cs_ash_10b', 6946936, 0, 655368, 'アッシュ', 'アッシュ', 0, 0, 0, 'ha_ash_10a', 270481475, 0, 0, 0, 0, 10
'ash_10b', 0, '10', 'gg_ash_10b', 'cs_ash_10b', 'cs_ash_10a', 'cs_ash_10b', 6946936, 0, 720904, 'アッシュ', 'アッシュ', 0, 0, 0, 'ha_ash_10b', 270481475, 0, 0, 0, 0, 10
'jam_10a', 1024, '10', 'gg_jam_10a', 'cs_jam_10a', 'cs_jam_10a', 'cs_jam_10b', 7471228, 1, 131110, 'ジャムオジサン', 'ジャムおじさん', 0, 0, 0, 'ha_jam_10a', 270481475, 0, 0, 0, 0, 10
'jam_10b', 1024, '10', 'gg_jam_10b', 'cs_jam_10b', 'cs_jam_10a', 'cs_jam_10b', 7471228, 1, 196646, 'ジャムオジサン', 'ジャムおじさん', 0, 0, 0, 'ha_jam_10b', 270481475, 0, 0, 0, 0, 10
'mska_10a', 0, '10', 'gg_mska_10a', 'cs_mska_10a', 'cs_mska_10a', 'cs_mska_10b', 5505142, 1, 183, 'フォクシー', 'フォクシー', 0, 0, 0, 'ha_mska_10a', 270481475, 0, 0, 0, 0, 10
'mska_10b', 0, '10', 'gg_mska_10b', 'cs_mska_10b', 'cs_mska_10a', 'cs_mska_10b', 5505142, 1, 65719, 'フォクシー', 'フォクシー', 0, 0, 0, 'ha_mska_10b', 270481475, 0, 0, 0, 0, 10
'la_10a', 0, '10', 'gg_la_10a', 'cs_la_10a', 'cs_la_10a', 'cs_la_10b', 3997791, 0, 193, 'ホットディー', 'ＨＯＴ．Ｄ', 0, 0, 0, 'ha_la_10a', 270481475, 0, 0, 0, 0, 10
'la_10b', 0, '10', 'gg_la_10b', 'cs_la_10b', 'cs_la_10a', 'cs_la_10b', 3997791, 0, 65729, 'ホットディー', 'ＨＯＴ．Ｄ', 0, 0, 0, 'ha_la_10b', 270481475, 0, 0, 0, 0, 10
'hamapre_10a', 0, '10', 'gg_hamapre_10a', 'cs_hamapre_10a', 'cs_hamapre_10a', 'cs_hamapre_10b', 3342421, 0, 327851, 'ハマノフ', 'ハマノフ', 0, 0, 0, 'ha_hamapre_10a', 270481475, 0, 0, 0, 0, 10
'hamapre_10b', 0, '10', 'gg_hamapre_10b', 'cs_hamapre_10b', 'cs_hamapre_10a', 'cs_hamapre_10b', 3342421, 0, 393387, 'ハマノフ', 'ハマノフ', 0, 0, 0, 'ha_hamapre_10b', 270481475, 0, 0, 0, 0, 10
'gdes_10a', 0, '10', 'gg_gdes_10a', 'cs_gdes_10a', 'cs_gdes_10a', 'cs_gdes_10b', 6422650, 0, 196, 'ディーティーオー', 'ＤＴＯ', 35, 0, 0, 'ha_gdes_10a', 270481475, 0, 0, 0, 0, 10
'gdes_10b', 0, '10', 'gg_gdes_10b', 'cs_gdes_10b', 'cs_gdes_10a', 'cs_gdes_10b', 6422650, 0, 65732, 'ディーティーオー', 'ＤＴＯ', 35, 0, 0, 'ha_gdes_10b', 270481475, 0, 0, 0, 0, 10
'2st_10a', 0, '10', 'gg_2st_10a', 'cs_2st_10a', 'cs_2st_10a', 'cs_2st_10b', 5963901, 0, 222, 'ツースト', 'ツースト', 0, 0, 0, 'ha_2st_10a', 270481475, 0, 0, 0, 0, 10
'2st_10b', 0, '10', 'gg_2st_10b', 'cs_2st_10b', 'cs_2st_10a', 'cs_2st_10b', 5963901, 0, 65758, 'ツースト', 'ツースト', 0, 0, 0, 'ha_2st_10b', 270481475, 0, 0, 0, 0, 10
'shima_10a', 0, '10', 'gg_shima_10a', 'cs_shima_10a', 'cs_shima_10a', 'cs_shima_10b', 7602303, 1, 194, 'チヨコ', 'チヨコ', 0, 0, 0, 'ha_shima_10a', 270481475, 0, 0, 0, 0, 10
'shima_10b', 0, '10', 'gg_shima_10b', 'cs_shima_10b', 'cs_shima_10a', 'cs_shima_10b', 7602303, 1, 65730, 'チヨコ', 'チヨコ', 0, 0, 0, 'ha_shima_10b', 270481475, 0, 0, 0, 0, 10
'tel_10a', 1024, '10', 'gg_tel_10a', 'cs_tel_10a', 'cs_tel_10a', 'cs_tel_10b', 5374070, 1, 203, 'ミスターフクミミ', 'ミスターフクミミ', 0, 0, 0, 'ha_tel_10a', 270481475, 0, 0, 0, 0, 10
'tel_10b', 1024, '10', 'gg_tel_10b', 'cs_tel_10b', 'cs_tel_10a', 'cs_tel_10b', 5374070, 1, 65739, 'ミスターフクミミ', 'ミスターフクミミ', 0, 0, 0, 'ha_tel_10b', 270481475, 0, 0, 0, 0, 10
'groove_10a', 0, '10', 'gg_groove_10a', 'cs_groove_10a', 'cs_groove_10a', 'cs_groove_10b', 6815841, 0, 195, 'ミサキ', 'ミサキ', 0, 0, 0, 'ha_groove_10a', 270481475, 0, 0, 0, 0, 10
'groove_10b', 0, '10', 'gg_groove_10b', 'cs_groove_10b', 'cs_groove_10a', 'cs_groove_10b', 6815841, 0, 65731, 'ミサキ', 'ミサキ', 0, 0, 0, 'ha_groove_10b', 270481475, 0, 0, 0, 0, 10
'plastic_10a', 0, '10', 'gg_plastic_10a', 'cs_plastic_10a', 'cs_plastic_10a', 'cs_plastic_10b', 5701760, 0, 197, 'ワカバ', 'わかば', 0, 0, 0, 'ha_plastic_10a', 270481475, 0, 0, 0, 0, 10
'plastic_10b', 0, '10', 'gg_plastic_10b', 'cs_plastic_10b', 'cs_plastic_10a', 'cs_plastic_10b', 5701760, 0, 65733, 'ワカバ', 'わかば', 0, 0, 0, 'ha_plastic_10b', 270481475, 0, 0, 0, 0, 10
'sabrina_10a', 0, '10', 'gg_sabrina_10a', 'cs_sabrina_10a', 'cs_sabrina_10a', 'cs_sabrina_10b', 5636197, 1, 198, 'ロミオ', 'ロミ夫', 0, 0, 0, 'ha_sabrina_10a', 270481475, 0, 0, 0, 0, 10
'sabrina_10b', 0, '10', 'gg_sabrina_10b', 'cs_sabrina_10b', 'cs_sabrina_10a', 'cs_sabrina_10b', 5636197, 1, 65734, 'ロミオ', 'ロミ夫', 0, 0, 0, 'ha_sabrina_10b', 270481475, 0, 0, 0, 0, 10
'stray_10a', 0, '10', 'gg_stray_10a', 'cs_stray_10a', 'cs_stray_10a', 'cs_stray_10b', 4784257, 0, 199, 'パティ', 'パティ', 0, 0, 0, 'ha_stray_10a', 270481475, 0, 0, 0, 0, 10
'stray_10b', 0, '10', 'gg_stray_10b', 'cs_stray_10b', 'cs_stray_10a', 'cs_stray_10b', 4784257, 0, 65735, 'パティ', 'パティ', 0, 0, 0, 'ha_stray_10b', 270481475, 0, 0, 0, 0, 10
'dt_10a', 0, '10', 'gg_dt_10a', 'cs_dt_10a', 'cs_dt_10a', 'cs_dt_10b', 5374073, 0, 218, 'ジャック', 'ジャック', 0, 0, 0, 'ha_dt_10a', 270481475, 0, 0, 0, 0, 10
'dt_10b', 0, '10', 'gg_dt_10b', 'cs_dt_10b', 'cs_dt_10a', 'cs_dt_10b', 5374073, 0, 65754, 'ジャック', 'ジャック', 0, 0, 0, 'ha_dt_10b', 270481475, 0, 0, 0, 0, 10
'tw_10a', 0, '10', 'gg_tw_10a', 'cs_tw_10a', 'cs_tw_10a', 'cs_tw_10b', 3932269, 0, 524299, 'ＭＺＤ', 'ＭＺＤ', 66, 0, 0, 'ha_tw_10a', 270481475, 0, 0, 0, 0, 10
'tw_10b', 0, '10', 'gg_tw_10b', 'cs_tw_10b', 'cs_tw_10a', 'cs_tw_10b', 3932269, 0, 589835, 'ＭＺＤ', 'ＭＺＤ', 0, 0, 0, 'ha_tw_10b', 270481475, 0, 0, 0, 0, 10
'ddrm_10a', 1024, '10', 'gg_ddrm_10a', 'cs_ddrm_10a', 'cs_ddrm_10a', 'cs_ddrm_10b', 4915303, 0, 217, 'アフロ', 'アフロ', 0, 0, 0, 'ha_ddrm_10a', 270481475, 0, 0, 0, 0, 10
'ddrm_10b', 1024, '10', 'gg_ddrm_10b', 'cs_ddrm_10b', 'cs_ddrm_10a', 'cs_ddrm_10b', 4915303, 0, 65753, 'アフロ', 'アフロ', 0, 0, 0, 'ha_ddrm_10b', 270481475, 0, 0, 0, 0, 10
'honey_10a', 0, '10', 'gg_honey_10a', 'cs_honey_10a', 'cs_honey_10a', 'cs_honey_10b', 5898347, 0, 131183, 'ハニー', 'ハニー', 0, 0, 0, 'ha_honey_10a', 270481475, 0, 0, 0, 0, 10
'honey_10b', 0, '10', 'gg_honey_10b', 'cs_honey_10b', 'cs_honey_10a', 'cs_honey_10b', 5898347, 0, 196719, 'ハニー', 'ハニー', 0, 0, 0, 'ha_honey_10b', 270481475, 0, 0, 0, 0, 10
'ras_10a', 0, '10', 'gg_ras_10a', 'cs_ras_10a', 'cs_ras_10a', 'cs_ras_10b', 7864418, 1, 200, 'ルル', 'ルル', 0, 0, 0, 'ha_ras_10a', 270481475, 0, 0, 0, 0, 10
'ras_10b', 0, '10', 'gg_ras_10b', 'cs_ras_10b', 'cs_ras_10a', 'cs_ras_10b', 7864418, 1, 65736, 'ルル', 'ルル', 0, 0, 0, 'ha_ras_10b', 270481475, 0, 0, 0, 0, 10
'taiso_10', 2, '10', 'gg_taiso_10', 'cs_taiso_10', 'cs_taiso_10a', 'cs_taiso_10b', 11862115, 17, 2621439, 'スワパンチ', 'すわパンチ', 0, 0, 0, 'ha_taiso_10', 270481475, 0, 0, 0, 0, 0
'gaian', 8, 'licence10_15', 'gg_gaian', 'cs_gaian', 'cs_gaian_a', 'cs_gaian_b', 5505145, 0, 292, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_gaian', 270481475, 0, 0, 0, 0, 11
'moomin', 8, 'licence10_15', 'gg_moomin', 'cs_moomin', 'cs_moomin_a', 'cs_moomin_b', 8061046, 0, 450, 'ミミ', 'ミミ', 0, 0, 0, 'ha_moomin', 270481475, 0, 0, 0, 0, 11
'anpan', 2, 'licence10_15', 'gg_anpan', 'cs_anpan', 'cs_anpan_a', 'cs_anpan_b', 7929971, 1, 2686975, 'ミミ', 'ミミ', 0, 0, 0, 'ha_anpan', 270481475, 0, 0, 0, 0, 0
'baka', 8, 'licence10_15', 'gg_baka', 'cs_baka', 'cs_baka_a', 'cs_baka_b', 4849782, 32, 451, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_baka', 270481475, 0, 0, 0, 0, 11
'sushi', 8, 'licence10_15', 'gg_sushi', 'cs_sushi', 'cs_sushi_a', 'cs_sushi_b', 11468929, 1, 262170, 'ピエール＆ジル', 'ピエール＆ジル', 0, 0, 0, 'ha_sushi', 270481475, 0, 0, 0, 0, 11
'koukou', 2, 'licence10_15', 'gg_koukou', 'cs_koukou', 'cs_koukou_a', 'cs_koukou_b', 6684792, 0, 2752511, 'ミミ', 'ミミ', 0, 0, 0, 'ha_koukou', 270481475, 0, 0, 0, 0, 11
'odoru', 2, 'licence10_15', 'gg_odoru', 'cs_odoru', 'cs_odoru_a', 'cs_odoru_b', 5374044, 1, 2818047, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_odoru', 270481475, 0, 0, 0, 0, 11
'mezon', 8, 'licence10_15', 'gg_mezon', 'cs_mezon', 'cs_mezon_a', 'cs_mezon_b', 5242990, 0, 1114118, 'サナエチャン', 'さなえ囿ちゃん', 0, 0, 0, 'ha_mezon', 270481475, 0, 0, 0, 0, 11
'cowboy', 8, 'licence10_15', 'gg_cowboy', 'cs_cowboy', 'cs_cowboy_a', 'cs_cowboy_b', 5701771, 0, 452, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_cowboy', 270481475, 0, 0, 0, 0, 11
'moon', 8, 'licence10_15', 'gg_moon', 'cs_moon', 'cs_moon_a', 'cs_moon_b', 6291572, 1, 293, 'ミミ', 'ミミ', 0, 0, 0, 'ha_moon', 270481475, 0, 0, 0, 0, 11
'babiru', 8, 'licence10_15', 'gg_babiru', 'cs_babiru', 'cs_babiru_a', 'cs_babiru_b', 5832825, 32, 131221, 'ハヤト', 'ハヤト', 0, 0, 0, 'ha_babiru', 270481475, 0, 0, 0, 0, 11
'ikkyu', 2, 'licence10_15', 'gg_ikkyu', 'cs_ikkyu', 'cs_ikkyu_a', 'cs_ikkyu_b', 7274620, 0, 2883583, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_ikkyu', 270481475, 0, 0, 0, 0, 0
'mimi_11a', 0, '11', 'gg_mimi_11a', 'cs_mimi_11a', 'cs_mimi_11a', 'cs_mimi_11b', 10027113, 0, 1376256, 'ミミ', 'ミミ', 0, 0, 0, 'ha_mimi_11a', 270481475, 0, 0, 0, 0, 11
'mimi_11b', 0, '11', 'gg_mimi_11b', 'cs_mimi_11b', 'cs_mimi_11a', 'cs_mimi_11b', 10027113, 0, 1441792, 'ミミ', 'ミミ', 0, 0, 0, 'ha_mimi_11b', 270481475, 0, 0, 0, 0, 11
'nyami_11a', 0, '11', 'gg_nyami_11a', 'cs_nyami_11a', 'cs_nyami_11a', 'cs_nyami_11b', 5701714, 0, 1310721, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_nyami_11a', 270481475, 0, 0, 0, 0, 11
'nyami_11b', 0, '11', 'gg_nyami_11b', 'cs_nyami_11b', 'cs_nyami_11a', 'cs_nyami_11b', 5701714, 0, 1376257, 'ニャミ', 'ニャミ', 0, 0, 0, 'ha_nyami_11b', 270481475, 0, 0, 0, 0, 11
'nebuta_11a', 0, '11', 'gg_nebuta_11a', 'cs_nebuta_11a', 'cs_nebuta_11a', 'cs_nebuta_11b', 8847469, 0, 234, 'ＤＪライジン', 'ＤＪ雷神', 0, 0, 0, 'ha_nebuta_11a', 270481475, 0, 0, 0, 0, 11
'nebuta_11b', 0, '11', 'gg_nebuta_11b', 'cs_nebuta_11b', 'cs_nebuta_11a', 'cs_nebuta_11b', 8847469, 0, 65770, 'ＤＪライジン', 'ＤＪ雷神', 0, 0, 0, 'ha_nebuta_11b', 270481475, 0, 0, 0, 0, 11
'turky_11a', 0, '11', 'gg_turky_11a', 'cs_turky_11a', 'cs_turky_11a', 'cs_turky_11b', 12058709, 0, 226, 'カバブー', 'カバブー', 0, 0, 0, 'ha_turky_11a', 270481475, 0, 0, 0, 0, 11
'turky_11b', 0, '11', 'gg_turky_11b', 'cs_turky_11b', 'cs_turky_11a', 'cs_turky_11b', 12058709, 0, 65762, 'カバブー', 'カバブー', 0, 0, 0, 'ha_turky_11b', 270481475, 0, 0, 0, 0, 11
'suika_11a', 0, '11', 'gg_suika_11a', 'cs_suika_11a', 'cs_suika_11a', 'cs_suika_11b', 5570749, 0, 240, 'スイカブラザーズ', 'スイカブラザーズ', 0, 0, 0, 'ha_suika_11a', 270481475, 0, 0, 0, 0, 11
'suika_11b', 0, '11', 'gg_suika_11b', 'cs_suika_11b', 'cs_suika_11a', 'cs_suika_11b', 5570749, 0, 65776, 'スイカブラザーズ', 'スイカブラザーズ', 0, 0, 0, 'ha_suika_11b', 270481475, 0, 0, 0, 0, 11
'murasaki_11a', 0, '11', 'gg_murasaki_11a', 'cs_murasaki_11a', 'cs_murasaki_11a', 'cs_murasaki_11b', 6815874, 0, 131164, 'ムラサキ', 'ムラサキ', 0, 0, 0, 'ha_murasaki_11a', 270481475, 0, 0, 0, 0, 11
'murasaki_11b', 0, '11', 'gg_murasaki_11b', 'cs_murasaki_11b', 'cs_murasaki_11a', 'cs_murasaki_11b', 6815874, 0, 196700, 'ムラサキ', 'ムラサキ', 0, 0, 0, 'ha_murasaki_11b', 270481475, 0, 0, 0, 0, 11
'denwa_11a', 0, '11', 'gg_denwa_11a', 'cs_denwa_11a', 'cs_denwa_11a', 'cs_denwa_11b', 11206777, 1, 237, 'テリー６６', 'テリー６６', 0, 0, 0, 'ha_denwa_11a', 270481475, 0, 0, 0, 0, 11
'denwa_11b', 0, '11', 'gg_denwa_11b', 'cs_denwa_11b', 'cs_denwa_11a', 'cs_denwa_11b', 11206777, 1, 65773, 'テリー６６', 'テリー６６', 0, 0, 0, 'ha_denwa_11b', 270481475, 0, 0, 0, 0, 11
'mirai_11a', 0, '11', 'gg_mirai_11a', 'cs_mirai_11a', 'cs_mirai_11a', 'cs_mirai_11b', 5308570, 0, 229, 'ミステルフンガーノ', 'ミステルフンガーノ', 0, 0, 0, 'ha_mirai_11a', 270481475, 0, 0, 0, 0, 11
'mirai_11b', 0, '11', 'gg_mirai_11b', 'cs_mirai_11b', 'cs_mirai_11a', 'cs_mirai_11b', 5308570, 0, 65765, 'ミステルフンガーノ', 'ミステルフンガーノ', 0, 0, 0, 'ha_mirai_11b', 270481475, 0, 0, 0, 0, 11
'nard_11a', 0, '11', 'gg_nard_11a', 'cs_nard_11a', 'cs_nard_11a', 'cs_nard_11b', 5767285, 0, 131223, 'エマ', 'エマ', 0, 0, 0, 'ha_nard_11a', 270481475, 0, 0, 0, 0, 11
'nard_11b', 0, '11', 'gg_nard_11b', 'cs_nard_11b', 'cs_nard_11a', 'cs_nard_11b', 5767285, 0, 196759, 'エマ', 'エマ', 0, 0, 0, 'ha_nard_11b', 270481475, 0, 0, 0, 0, 11
'wood_11a', 0, '11', 'gg_wood_11a', 'cs_wood_11a', 'cs_wood_11a', 'cs_wood_11b', 6422657, 0, 233, 'ジョニージョウニシ', 'ジョニー城西', 0, 0, 0, 'ha_wood_11a', 270481475, 0, 0, 0, 0, 11
'wood_11b', 0, '11', 'gg_wood_11b', 'cs_wood_11b', 'cs_wood_11a', 'cs_wood_11b', 6422657, 0, 65769, 'ジョニージョウニシ', 'ジョニー城西', 0, 0, 0, 'ha_wood_11b', 270481475, 0, 0, 0, 0, 11
